x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561.6463623046875,378.04705810546875,560.9580688476562,374.95098876953125,563.1202392578125,375.27227783203125,556.75390625,377.65716552734375,573.5247802734375,378.937744140625,547.9155883789062,395.56585693359375,581.8677978515625,400.30145263671875,534.4304809570312,414.4266052246094,587.8873291015625,426.91510009765625,529.102783203125,419.4172058105469,579.71337890625,437.72552490234375,548.3825073242188,442.90106201171875,569.74658203125,444.24700927734375,534.765869140625,471.756591796875,546.7357177734375,474.76251220703125,553.517333984375,491.0709228515625,552.1329956054688,496.01947021484375
567.7732543945312,375.0323486328125,566.1622314453125,372.2584533691406,568.7247314453125,372.6299743652344,560.4906005859375,375.5426330566406,576.8731079101562,376.19976806640625,553.0140991210938,392.630859375,582.9760131835938,395.39727783203125,542.5523071289062,410.8939514160156,589.5044555664062,420.6120300292969,547.6170654296875,407.0012512207031,590.9402465820312,430.1453857421875,553.4358520507812,441.25360107421875,572.85888671875,442.3785705566406,551.0338134765625,470.259765625,566.2728271484375,470.9313659667969,548.4405517578125,495.61370849609375,554.72509765625,494.71588134765625
573.647705078125,375.9755554199219,571.6311645507812,372.3346252441406,573.6573486328125,372.7828063964844,563.925537109375,374.2916564941406,580.439453125,375.0015563964844,554.7686767578125,392.9460144042969,588.12353515625,394.9482727050781,543.2770385742188,409.92730712890625,594.9837036132812,421.0234680175781,550.8447265625,404.4668273925781,595.3298950195312,431.71527099609375,557.9495239257812,440.4895935058594,579.7949829101562,440.8955993652344,551.574462890625,472.7384033203125,565.80078125,472.2026062011719,552.7615356445312,502.26129150390625,559.9503784179688,499.96142578125
578.6796264648438,374.5636901855469,576.5265502929688,371.515625,579.244384765625,371.99786376953125,568.9432983398438,373.9638671875,585.443359375,374.6317443847656,560.1541748046875,390.53338623046875,591.7655029296875,392.55035400390625,546.5060424804688,409.0184326171875,600.4691162109375,418.2583923339844,552.2507934570312,408.1526794433594,606.2738037109375,431.59423828125,560.9488525390625,441.73223876953125,581.5407104492188,442.24493408203125,561.6857299804688,472.9373779296875,579.0278930664062,472.2601318359375,552.8215942382812,505.651611328125,564.2259521484375,502.7552490234375
578.7080688476562,374.5471496582031,576.5535888671875,371.50384521484375,579.272705078125,371.9849548339844,568.9701538085938,373.96533203125,585.4671020507812,374.6341552734375,560.1976318359375,390.5467224121094,591.8015747070312,392.5163879394531,546.4111328125,409.02496337890625,600.4298095703125,418.0636901855469,551.9921264648438,408.10357666015625,606.08740234375,431.05242919921875,561.0462646484375,441.68798828125,581.6243286132812,442.1724853515625,561.6954345703125,472.8031921386719,579.007080078125,472.1173095703125,552.8099365234375,505.649658203125,564.1552734375,502.75506591796875
581.1493530273438,374.703125,579.9345703125,371.33941650390625,581.995849609375,371.62359619140625,575.491455078125,372.88134765625,590.3782958984375,373.5953674316406,566.4906005859375,389.79034423828125,598.2020874023438,393.2347106933594,550.0748901367188,402.5563049316406,607.096435546875,421.8006286621094,547.8345947265625,397.9888916015625,612.0234375,440.205078125,568.9470825195312,438.16180419921875,589.5736083984375,438.8339538574219,560.1829833984375,469.3199157714844,579.3984985351562,469.56634521484375,555.5618896484375,502.17291259765625,573.4616088867188,501.012939453125
588.2537841796875,375.3835144042969,586.8270263671875,372.144775390625,589.013671875,372.3971862792969,581.826416015625,374.4331359863281,596.6146850585938,375.0772705078125,573.448974609375,391.79779052734375,604.6024780273438,395.3514404296875,556.5222778320312,403.1213684082031,614.31591796875,421.757568359375,547.6861572265625,402.357177734375,617.4478149414062,440.55413818359375,577.47509765625,439.588134765625,598.5855102539062,440.3645935058594,565.3031616210938,470.5292053222656,594.9400024414062,471.25579833984375,560.2610473632812,504.4014892578125,596.6937255859375,503.45166015625
598.6712646484375,376.5475158691406,596.4083251953125,373.4946594238281,598.64990234375,374.12860107421875,588.6339721679688,377.05859375,602.673828125,378.2516174316406,579.03759765625,395.3725891113281,610.7191772460938,398.7356872558594,557.8805541992188,408.55755615234375,620.9699096679688,421.5790100097656,546.4515991210938,408.7806701660156,628.4451904296875,439.2403564453125,583.5122680664062,442.60919189453125,605.7017822265625,443.94390869140625,574.1876220703125,472.50634765625,614.2775268554688,472.6197204589844,564.9763793945312,508.541259765625,616.5172119140625,505.60546875
607.9137573242188,382.7314453125,605.5575561523438,379.3763122558594,607.80224609375,379.77978515625,596.0113525390625,381.2586364746094,609.2906494140625,382.44110107421875,584.5526123046875,399.04290771484375,615.3934326171875,402.437744140625,565.5313720703125,414.62506103515625,627.8426513671875,427.0253601074219,549.0150146484375,424.7188415527344,632.8583374023438,445.50506591796875,586.0120239257812,446.0108947753906,608.7144775390625,447.15643310546875,579.3364868164062,476.2359619140625,627.283203125,477.35992431640625,568.5140991210938,513.8079223632812,635.1161499023438,513.6723022460938
616.0101928710938,386.7026062011719,613.7265014648438,383.49853515625,616.1658935546875,384.21331787109375,603.8907470703125,385.79327392578125,617.275146484375,388.05511474609375,590.5152587890625,403.66943359375,622.5878295898438,408.84698486328125,569.48486328125,421.28680419921875,636.7518920898438,433.0082702636719,555.160888671875,433.7881774902344,646.825439453125,450.1141357421875,589.494140625,453.1084289550781,614.0250854492188,455.4463806152344,583.3417358398438,483.5570068359375,643.6676025390625,485.90338134765625,569.4877319335938,520.0184936523438,656.383544921875,521.0567626953125
616.0388793945312,386.74249267578125,613.7714233398438,383.53839111328125,616.1859741210938,384.2459411621094,603.93310546875,385.84259033203125,617.2697143554688,388.087646484375,590.5514526367188,403.7177734375,622.5651245117188,408.91973876953125,569.6124267578125,421.2535400390625,636.8130493164062,433.0738220214844,555.3419799804688,433.58990478515625,646.84375,450.1396789550781,589.6094360351562,453.1554260253906,614.1265258789062,455.50604248046875,583.2412719726562,483.75775146484375,643.690673828125,486.12109375,569.455810546875,520.1650390625,656.6427001953125,521.25048828125
624.9729614257812,391.63555908203125,622.5090942382812,388.2566223144531,624.5865478515625,389.0650634765625,611.615966796875,390.97003173828125,623.3150634765625,393.4825134277344,599.0790405273438,410.6241149902344,627.0767822265625,414.9206237792969,578.0020141601562,427.3396911621094,642.476806640625,437.78314208984375,566.3401489257812,437.4042053222656,659.1976928710938,450.1271667480469,599.4968872070312,458.09478759765625,622.0472412109375,459.7593994140625,588.9907836914062,488.160400390625,653.3092041015625,489.25457763671875,571.831787109375,524.0823364257812,671.3651123046875,523.162353515625
635.7713623046875,394.16754150390625,633.7174682617188,391.03302001953125,635.7655029296875,391.6811828613281,623.3793334960938,394.0174865722656,634.7024536132812,396.62615966796875,609.9652709960938,413.730224609375,638.4791259765625,418.8646545410156,591.1766357421875,431.9540710449219,658.6423950195312,440.046875,581.0715942382812,444.4381103515625,675.6066284179688,447.0191955566406,607.9226684570312,461.50579833984375,630.5033569335938,463.7315979003906,593.5657348632812,489.1370849609375,658.0338745117188,492.28009033203125,572.042236328125,524.3899536132812,670.7654418945312,527.9000854492188
650.6103515625,394.5865478515625,646.770263671875,391.15234375,650.2833251953125,392.0357360839844,633.3641967773438,393.937744140625,646.9207763671875,396.2073669433594,622.6056518554688,414.10687255859375,651.6721801757812,416.5701904296875,604.6644287109375,437.31536865234375,673.2289428710938,435.46990966796875,591.576171875,453.172607421875,695.8868408203125,439.5580139160156,618.0767211914062,463.22869873046875,640.3353881835938,464.87640380859375,602.2950439453125,492.48345947265625,665.181884765625,495.03900146484375,570.9588012695312,524.2291259765625,665.8447265625,528.6643676757812
661.3582763671875,392.65679931640625,657.2274169921875,389.9255676269531,660.2064208984375,390.4871826171875,643.6552734375,395.1649475097656,656.4142456054688,395.9996643066406,633.9475708007812,415.8089294433594,662.6298217773438,414.2165832519531,618.3661499023438,440.7943115234375,687.3709716796875,431.8340759277344,610.4296875,457.75030517578125,707.4158935546875,436.4831848144531,629.528564453125,465.3709716796875,651.4738159179688,465.0215759277344,619.7781982421875,492.36090087890625,680.9590454101562,492.08123779296875,579.7752075195312,523.7659301757812,669.9063110351562,523.499755859375
673.457763671875,395.7000732421875,669.9423828125,392.2109680175781,672.0661010742188,392.99542236328125,656.7439575195312,395.30859375,667.283935546875,397.23199462890625,643.9060668945312,416.87286376953125,674.3824462890625,416.141845703125,624.6939086914062,439.5221252441406,700.5543823242188,428.1838684082031,617.185302734375,459.0613708496094,722.342041015625,429.3114318847656,638.2017211914062,462.68170166015625,661.727294921875,462.50152587890625,621.4177856445312,490.0540771484375,687.1475830078125,489.98956298828125,589.2387084960938,524.024169921875,689.1844482421875,523.4674682617188
673.4957275390625,395.76605224609375,669.97802734375,392.26446533203125,672.04296875,393.05987548828125,656.7594604492188,395.4033508300781,667.1151123046875,397.3341064453125,643.9437866210938,417.01934814453125,674.294921875,416.2576599121094,624.7421264648438,439.500732421875,700.625732421875,428.0544128417969,617.3334350585938,459.0736083984375,722.570556640625,429.20697021484375,638.3255615234375,462.7583312988281,661.8003540039062,462.5638427734375,621.2546997070312,490.10272216796875,687.28076171875,489.99853515625,588.7892456054688,524.0750732421875,689.3510131835938,523.4700927734375
688.441650390625,397.5521240234375,683.9639892578125,394.17120361328125,687.5419311523438,394.93072509765625,668.141357421875,397.1506042480469,681.3433227539062,398.7203674316406,656.5130004882812,418.13983154296875,686.0730590820312,416.41644287109375,635.0744018554688,441.25286865234375,715.1549682617188,425.7802429199219,622.11474609375,460.68682861328125,743.5210571289062,423.4586486816406,646.5443725585938,465.0357666015625,668.832275390625,464.88800048828125,633.3232421875,492.1636962890625,698.0528564453125,492.12408447265625,596.5986938476562,523.15478515625,698.3450927734375,524.376708984375
698.1974487304688,400.85516357421875,696.06689453125,397.40887451171875,697.4530639648438,398.03802490234375,683.389404296875,401.120849609375,692.7177124023438,403.3807373046875,668.3753051757812,421.6439514160156,696.6177368164062,421.88580322265625,644.2192993164062,438.6729431152344,728.6566772460938,430.49566650390625,635.9425659179688,453.7261047363281,762.177001953125,427.4635925292969,656.1301879882812,469.20355224609375,675.8795776367188,469.6507873535156,648.8048706054688,495.15924072265625,708.2139892578125,496.08929443359375,626.9728393554688,528.0184326171875,718.6600952148438,531.75830078125
707.582275390625,406.66693115234375,705.1475830078125,403.4290466308594,707.0399169921875,404.3573303222656,693.5398559570312,405.8282165527344,703.691650390625,409.32427978515625,678.6139526367188,423.6899719238281,709.2706909179688,428.52691650390625,656.7026977539062,435.08746337890625,743.5521240234375,436.3025817871094,639.8209228515625,444.13201904296875,766.0234985351562,425.83331298828125,664.467041015625,470.36663818359375,688.7821655273438,472.4757995605469,644.0360107421875,495.19561767578125,722.60986328125,499.11431884765625,620.732666015625,529.6355590820312,745.1217041015625,535.7619018554688
720.8063354492188,411.2768249511719,716.9935302734375,408.1076354980469,720.05517578125,408.8730163574219,701.8110961914062,410.9466552734375,714.5433349609375,413.061279296875,687.7493286132812,428.5054931640625,718.405029296875,430.25006103515625,663.1602172851562,442.63470458984375,749.4553833007812,442.253662109375,648.0073852539062,447.2094421386719,777.360107421875,438.0331115722656,674.1815185546875,477.97479248046875,697.05712890625,478.9271545410156,661.6798095703125,503.85211181640625,733.9278564453125,505.11328125,630.355712890625,533.4921875,741.18408203125,536.086669921875
729.7859497070312,417.5209045410156,726.2645874023438,414.269287109375,729.2037353515625,415.1494140625,712.1126098632812,415.77569580078125,725.1558227539062,418.27899169921875,696.7261962890625,431.45135498046875,729.2647094726562,435.4239501953125,670.0965576171875,445.1957092285156,758.5745849609375,451.9110412597656,654.1328735351562,448.5126953125,782.1993408203125,453.3837585449219,683.0196533203125,480.483642578125,707.5983276367188,482.3521728515625,672.437255859375,502.570068359375,745.5255126953125,504.78582763671875,638.715576171875,534.8103637695312,750.3013916015625,538.2706298828125
729.7269287109375,417.5107116699219,726.1755981445312,414.2633972167969,729.1589965820312,415.1424865722656,711.9519653320312,415.77398681640625,725.1100463867188,418.2763671875,696.5690307617188,431.44464111328125,729.2575073242188,435.4017333984375,669.92529296875,445.3297424316406,758.5758666992188,451.94384765625,653.960693359375,448.6530456542969,782.18310546875,453.26873779296875,682.9652709960938,480.60986328125,707.617919921875,482.4736328125,672.3743286132812,502.833740234375,745.4479370117188,505.0538330078125,638.721435546875,534.9091796875,750.0603637695312,538.3694458007812
736.4696044921875,422.9549255371094,733.3135375976562,419.372802734375,735.4259033203125,420.14288330078125,720.5059814453125,421.3393859863281,731.5982666015625,422.9212646484375,705.9819946289062,440.1827392578125,736.0763549804688,441.3113708496094,678.2092895507812,458.51312255859375,757.2517700195312,461.75811767578125,660.0382690429688,459.6781311035156,776.4027709960938,467.4582824707031,692.908935546875,487.54998779296875,715.5896606445312,488.3575439453125,687.541259765625,509.07647705078125,753.8063354492188,509.13623046875,658.0858154296875,540.2296142578125,759.894775390625,540.9268188476562
739.337646484375,424.7051696777344,736.8804321289062,421.3552551269531,739.5888061523438,422.11907958984375,726.0442504882812,422.7188720703125,738.2777099609375,425.7978820800781,710.62353515625,438.5414733886719,739.9295043945312,445.5269470214844,688.1194458007812,454.0524597167969,757.5225219726562,467.9148864746094,669.6539916992188,465.707763671875,767.5075073242188,476.8431396484375,699.32763671875,485.16290283203125,721.8543090820312,488.222412109375,700.9401245117188,508.6439208984375,761.7996826171875,513.3284301757812,668.322021484375,535.3021240234375,760.439697265625,541.0155029296875
743.9867553710938,425.02020263671875,741.1488647460938,421.70806884765625,744.0838012695312,422.3448486328125,729.3395385742188,423.4079284667969,742.37841796875,425.56201171875,715.123779296875,439.9206237792969,743.0333251953125,445.14044189453125,695.0436401367188,456.8955383300781,753.4906005859375,469.2667236328125,677.26416015625,470.244384765625,760.298828125,485.54693603515625,704.5635375976562,485.31402587890625,726.082763671875,487.5392761230469,702.7525024414062,507.4727783203125,756.7592163085938,510.6280517578125,678.81201171875,537.987548828125,758.091552734375,541.9019165039062
743.0747680664062,424.3161315917969,741.117919921875,420.6581726074219,743.6853637695312,421.3208312988281,731.06396484375,421.11956787109375,743.9287719726562,424.0124816894531,714.8369750976562,436.757080078125,743.9276123046875,444.1960144042969,693.9041137695312,455.31719970703125,750.888916015625,471.7116394042969,680.262939453125,471.59185791015625,752.630126953125,490.2952880859375,704.6859130859375,484.7967224121094,726.6182250976562,488.10882568359375,709.0885620117188,506.39202880859375,757.24658203125,511.32196044921875,687.6571655273438,536.8035278320312,756.9876708984375,543.3242797851562
739.3287963867188,420.3082580566406,737.118896484375,416.6166687011719,739.6967163085938,417.25933837890625,726.8023681640625,417.146484375,740.4296875,419.709716796875,711.4405517578125,433.9482116699219,742.2700805664062,440.69171142578125,693.86474609375,454.7598876953125,749.6491088867188,470.23681640625,682.3602294921875,470.90673828125,749.9384765625,489.23626708984375,705.5036010742188,482.8532409667969,728.698974609375,485.9300537109375,709.3439331054688,504.8125,756.6919555664062,509.33013916015625,692.4798583984375,537.0664672851562,758.5289916992188,542.994873046875
739.4072265625,420.3570556640625,737.1927490234375,416.6592712402344,739.7627563476562,417.30816650390625,726.8414306640625,417.1492919921875,740.442626953125,419.73052978515625,711.4566040039062,433.9306640625,742.2567138671875,440.70672607421875,693.924072265625,454.7724609375,749.5409545898438,470.3150939941406,682.5055541992188,470.89984130859375,749.7874145507812,489.31414794921875,705.528564453125,482.8743591308594,728.717041015625,485.9650573730469,709.3421020507812,504.82183837890625,756.6661987304688,509.3504638671875,692.6564331054688,537.096923828125,758.6412353515625,543.04736328125
736.9886474609375,415.30938720703125,734.6298217773438,411.65618896484375,737.1126708984375,412.2726745605469,723.24560546875,412.6871337890625,736.755615234375,415.04583740234375,707.8091430664062,430.8379821777344,738.0768432617188,436.3311462402344,690.0999755859375,452.8020324707031,744.7899780273438,466.15216064453125,683.5333862304688,469.78631591796875,750.3213500976562,487.8831787109375,704.5606689453125,479.96429443359375,727.5421142578125,482.46136474609375,705.39892578125,503.91650390625,752.9324340820312,506.88702392578125,691.3597412109375,537.5034790039062,758.6151733398438,540.7247924804688
732.3255615234375,408.8163146972656,729.912353515625,405.08746337890625,732.2957153320312,405.7147521972656,718.0667724609375,406.9664306640625,733.0015869140625,409.1500549316406,703.2442016601562,427.29937744140625,734.7619018554688,431.4770812988281,687.9810180664062,450.448974609375,740.2236328125,461.6439514160156,689.6838989257812,466.82159423828125,747.7929077148438,483.6029357910156,701.3848876953125,476.8916931152344,725.6964721679688,478.7243957519531,699.8312377929688,505.8392333984375,748.0694580078125,507.292724609375,688.366455078125,540.2039794921875,757.2758178710938,540.7940063476562
727.0855102539062,406.2030944824219,725.0512084960938,402.43310546875,727.3289794921875,402.9757995605469,714.038818359375,403.4029235839844,730.4221801757812,405.4568176269531,698.9537353515625,423.59698486328125,733.3062744140625,426.910400390625,685.361572265625,448.4745178222656,739.3927001953125,457.3115539550781,692.4382934570312,465.52142333984375,746.1943359375,478.16107177734375,695.8378295898438,472.78887939453125,722.723388671875,474.1388244628906,691.6799926757812,505.95916748046875,743.2658081054688,506.88360595703125,684.321044921875,540.5830688476562,758.3731689453125,540.989013671875
724.4766235351562,404.0303039550781,722.3623657226562,400.25634765625,724.64306640625,400.8630676269531,711.241943359375,400.583740234375,727.4384765625,402.8009948730469,696.4230346679688,419.474853515625,730.3569946289062,423.58990478515625,681.3168334960938,441.40411376953125,738.0864868164062,454.558837890625,686.7325439453125,450.0327453613281,745.6241455078125,471.9837341308594,692.5711059570312,470.04119873046875,719.4349975585938,471.5172424316406,685.5410766601562,504.15667724609375,740.2062377929688,505.05078125,678.4915771484375,538.7564697265625,758.1676635742188,539.0960693359375
720.68017578125,401.449951171875,718.5671997070312,397.7080078125,720.6190185546875,398.2684020996094,707.402587890625,398.0843200683594,722.4361572265625,400.16229248046875,692.924072265625,416.98883056640625,725.6602172851562,420.8774719238281,678.4801025390625,439.49237060546875,736.6754150390625,450.5967102050781,681.0392456054688,450.51287841796875,744.7835693359375,467.2259521484375,688.6190185546875,467.0496520996094,714.7589721679688,468.5102844238281,679.8561401367188,502.42816162109375,736.1590576171875,503.70770263671875,669.6558227539062,538.1275634765625,752.7030639648438,539.6531982421875
720.6285400390625,401.50994873046875,718.516357421875,397.75177001953125,720.5560913085938,398.31146240234375,707.3374633789062,398.1060791015625,722.4077758789062,400.16943359375,692.8543701171875,417.12261962890625,725.6675415039062,420.879638671875,678.7503051757812,439.9839782714844,736.5493774414062,450.6175537109375,682.0535278320312,451.0147399902344,744.6792602539062,466.92529296875,688.5255737304688,467.1402893066406,714.7722778320312,468.5533142089844,679.7867431640625,502.5498046875,736.220458984375,503.75653076171875,669.5760498046875,538.2782592773438,752.7081909179688,539.7398071289062
718.7962036132812,402.54986572265625,716.5687866210938,398.8149108886719,718.755126953125,399.50103759765625,704.7317504882812,398.8641052246094,719.5060424804688,401.57501220703125,690.01220703125,416.9488525390625,722.1082153320312,422.1815185546875,675.29833984375,439.9632873535156,733.539794921875,450.5377197265625,675.3812866210938,454.0251159667969,741.15234375,464.3468933105469,686.177734375,466.65606689453125,711.874267578125,468.88031005859375,675.7866821289062,503.25482177734375,733.3735961914062,506.12359619140625,662.1522216796875,541.2135009765625,747.020263671875,545.2239990234375
714.612060546875,403.398681640625,712.1348876953125,399.5315856933594,714.8033447265625,400.480224609375,700.9224243164062,400.2370300292969,717.1878051757812,403.4563903808594,687.746337890625,418.78570556640625,722.2735595703125,425.0639953613281,672.6387939453125,442.2294921875,733.3377075195312,452.45166015625,668.56640625,459.6487121582031,739.2977294921875,467.12786865234375,683.0394287109375,468.8671875,709.9074096679688,471.9888610839844,669.1093139648438,504.241943359375,729.1598510742188,508.6917724609375,649.150634765625,540.4025268554688,735.685546875,547.082763671875
709.716552734375,406.0625,707.0316162109375,402.1229248046875,709.9566040039062,402.9730529785156,695.704345703125,403.69195556640625,712.4192504882812,406.46221923828125,683.1952514648438,422.89678955078125,718.3699340820312,428.91510009765625,669.7755126953125,446.7652893066406,730.4899291992188,456.2031555175781,663.8058471679688,467.05535888671875,735.3317260742188,472.96441650390625,680.6549682617188,473.0167541503906,707.8248291015625,476.2005615234375,665.536865234375,506.12158203125,726.6975708007812,511.021240234375,643.6204223632812,541.8610229492188,730.8489990234375,549.6337280273438
703.7445068359375,408.9903869628906,701.892333984375,405.2890625,704.6525268554688,405.8063659667969,692.2523803710938,407.003662109375,708.9615478515625,409.43310546875,678.4976806640625,427.42138671875,713.894775390625,433.7647705078125,665.8672485351562,452.7723693847656,725.19580078125,463.7692565917969,661.5999755859375,475.4290466308594,726.7508544921875,479.4161071777344,676.51171875,478.5777587890625,704.3621826171875,481.27447509765625,659.3817749023438,511.07403564453125,722.964111328125,516.1529541015625,639.343994140625,547.1892700195312,731.095458984375,554.6846923828125
694.1007690429688,416.4399108886719,693.1326293945312,412.8087158203125,695.6307983398438,413.07952880859375,687.1387939453125,413.8687438964844,703.2402954101562,415.5887451171875,674.1395874023438,432.92718505859375,710.1553955078125,437.3001708984375,661.9253540039062,458.1729431152344,721.579833984375,465.4179382324219,659.0166015625,482.5522155761719,723.6157836914062,483.26116943359375,670.5448608398438,481.46234130859375,698.9924926757812,483.2347717285156,655.8626708984375,512.1890869140625,720.088134765625,515.9844970703125,638.6917114257812,548.573486328125,731.1295166015625,554.4526977539062
694.8403930664062,416.6228942871094,693.6832275390625,412.9543762207031,696.1973876953125,413.2731018066406,687.1145629882812,413.9189453125,703.2450561523438,415.701904296875,674.0765991210938,432.91583251953125,710.0882568359375,437.2528076171875,661.9366455078125,458.23748779296875,721.6092529296875,465.33880615234375,659.0196533203125,482.72198486328125,723.5926513671875,483.18194580078125,670.424560546875,481.3792724609375,698.8892822265625,483.1474304199219,655.90087890625,512.190673828125,720.2084350585938,515.8960571289062,638.5995483398438,548.6524658203125,731.205078125,554.3053588867188
685.2657470703125,422.44378662109375,684.7124633789062,419.044677734375,687.48681640625,419.0679931640625,680.2872314453125,420.2403564453125,697.2098999023438,421.3733825683594,667.2203979492188,438.92083740234375,704.98876953125,441.7845153808594,653.4874877929688,463.27197265625,718.4365844726562,466.86712646484375,651.73779296875,485.6573486328125,722.31298828125,482.11505126953125,665.3328857421875,485.89678955078125,694.9168090820312,487.0911865234375,653.0885009765625,511.50445556640625,717.4436645507812,514.4345703125,639.7085571289062,547.330078125,733.201904296875,552.3461303710938
677.5335083007812,423.8894348144531,676.7598266601562,420.5859680175781,678.9314575195312,420.720703125,671.7587890625,422.104736328125,686.2777709960938,423.0679931640625,660.1380004882812,440.9574890136719,693.8973999023438,443.3643493652344,648.6007080078125,463.3829650878906,709.5742797851562,468.6303405761719,650.7766723632812,475.8213806152344,719.6076049804688,481.03717041015625,663.8128662109375,488.7520751953125,690.8255615234375,489.78216552734375,649.8428344726562,512.4137573242188,712.8888549804688,514.1214599609375,638.35791015625,545.4148559570312,731.2129516601562,548.5648193359375
